id,sponsor,venue,place,city/town,state/country,physical_description,occasion,notes,call_number,date,location,currency,currency_symbol,status,page_count,dish_count
13974,CIVIL SERVICE REFORM ASSOCIATION OF NEW YORK,GOVT;,"NEW YORK, NY",NEW YORK,NY,CARD; ILLUS; COL; 4.5X6.5;,COMPLIMENTARY/TESTIMONIAL,FRENCH; HOTEL SEAL AT TOP;',1900-5025,1900-12-14,Civil Service Reform Association Of New York,,,complete,2,16
13975,LOTOS CLUB,SOC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL; 10.5X10;,COMPLIMENTARY/TESTIMONIAL,"MENU IN ENGLISH & CHINESE; DRAGON ON COVER; CHINESE SCROLL PRESENTATION, ONE FOR EVENT ANNOUNCEMENT, ONE FOR PHOTOGRAPH OF HONORED GUEST, ONE FOR MENU; SILK RIBBON BOW ON OUTSIDE;",1900-5026,1900-12-15,Lotos Club,,,complete,6,14
13979,HOME INSURANCE CO. OF NEW YORK REPRESENTATIVES,PROF;,"CHICAGO, IL",CHICAGO,IL,CARD; ILLUS; COL; 5.25 X 7;,SOC;,WINES; ILLUSTRATION OF FLIRTATIOUS GIRL LIFTING HER SKIRTS;,1900-4483,1900-09-26,Home Insurance Co. Of New York Representatives,,,complete,2,22
13980,GRAND HOTEL CENTRAL,COMMERCIAL,"LISBONNE, PORTUGAL",LISBONNE,PORTUGAL,CARD; 4 X 6.25;,,HANDWRITTEN; FRENCH; NAME OF PROF. R. GOTTHEIL NOTED ON BACK BY FEB;,1900-4484,1900-09-26,Grand Hotel Central,,,complete,2,13
13988,Sherry's,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; ILLUS; COL; 3.5X6.5;,OTHER (COMPANY DINNER);,FRENCH; INCLUDES WINES; RESTAURANT SEAL AT TOP; MUSICAL PROGRAM ON BACK;,1900-5037,1900-12-15,Sherry's,,,complete,2,23
13990,OLYMPIC CLUB OF NEW YORK,SOC;,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 4.25X6.25;,ANNIVERSARY;,"INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; OFFICERS, BOARD OF DIRECTORS, DINNER COMMITTEE LISTED; TISSUE WITH CLUB SEAL ON OUTSIDE OF COVER, ON INSIDE COVER, A PHOTO OF A SAILBOAT; ON BACK COVER, SEATING PLAN; SILK CORD ATTACHMENT;",1900-5057,1900-12-17,Olympic Club Of New York,,,complete,4,25
13994,NEW ENGLAND SOCIETY IN THE CITY OF BROOKLYN,SOC;,ART ROOMS OF THE ACADEMY OF MUSIC,ART ROOMS OF THE ACADEMY OF MUSIC,,FOLDER;5 X 7.25;,OTHER (SOC?);,PRICED WINE LIST; SEAL;,1900-5069,1900-12-21,New England Society In The City Of Brooklyn,Dollars,$,complete,4,46
13998,HAAN'S,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 7 X 11;,,PRICED MENU; PRICED WINE LIST; NOTE ABOUT PURITY OF WATER;,1900-5076,1900-12-22,Haan's,Dollars,$,complete,2,325
13999,C.C.N.Y.CLASS OF '80,EDUC;,"NEW YORK, NY",NEW YORK,NY,FOLDER; 3.75 X 5.25;,ANNIVERSARY;,ORNAMENTAL BORDER AND CREST;,1900-5077,1900-12-22,C.C.N.Y.Class Of '80,,,complete,4,19
14005,SAN JUAN HOTEL,COMMERCIAL,"ORLANDO, FL",ORLANDO,FL,FOLDER; COL; 5.25 X 6.5;,RELIGIOUS HOLIDAY,,1900-5097,1900-12-25,San Juan Hotel,,,complete,4,34
14006,TULANE HOTEL,COMMERCIAL,"NASHVILLE, TN",NASHVILLE,TN,FOLDER; ILLUS; COL; 5.25 X 6.75;,RELIGIOUS HOLIDAY,,1900-5098,1900-12-25,Tulane Hotel,,,complete,4,43
14013,DRUG-TRADE CLUB,PROF;,?,,,CARD;4 X 6;,LADIES DAY,,1901-1084,1901-04-30,Drug Trade Club,,,complete,2,10
14021,MANSION HOUSE,COMMERCIAL,"GREENFIELD, MA",GREENFIELD,MA,CARD; ILLUS; 6X9;,,TABLE D'HOTE MENU; MONOGRAM AT TOP OF MENU;,1901-2418,1901-09-25,Mansion House,,,complete,2,33
14036,PICKWICK CLUB,SOCIAL,"NEW ORLEANS, LA",NEW ORLEANS,LA,FOLDER; ILLUS; COL; 5 X 6;,ANNUAL,WINES LISTED FOR EACH COURSE;,1901-2627,1901-11-06,Pickwick Club,,,complete,4,22
14045,BRITISH SCHOOLS AND UNIVERSITIES CLUB,EDUC;,"NEW YORK, NY",NEW YORK,NY,BROADSHEET; 8X9.75;,ANNIVERSARY;,"INCLUDES PROGRAMME; MARK TWAIN SPOKE ON ""AS IT STRIKES ME;""",1901-2644,1901-11-09,British Schools And Universities Club,,,complete,2,19
14046,AMERICAN BRASS COMPANY,COMMERCIAL,"CHICAGO, IL",CHICAGO,IL,FOLDER; ILLUS; COL; 5.25X6.75;,COMPLIMENTARY/TESTIMONIAL,EACH MENU ITEM IDENTIFIED BY GEOGRAPHIC LOCATION; DRAWING OF CLUB ON COVER;,1901-2645,1901-11-09,American Brass Company,,,complete,4,18
14050,J.S. WEIR MITCHELL,"OTHER (PRIVATE PARTY, SINGLE HOST);","PHILADELPHIA, PA",PHILADELPHIA,PA,CARD; COL; 3.5X5.5;,COMPLIMENTARY/TESTIMONIAL,INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; [SPONSOR & EVENT INFO HANDWRITTEN ON BACK OF MENU];,1901-2654,1901-11-14,J.S. Weir Mitchell,,,complete,2,16
14053,THE ROCKAFELLOW,COMMERCIAL,"HOT SPRINGS, AR",HOT SPRINGS,AR,FOLDER; ILLUS; COL; 6X8;,RELIGIOUS HOLIDAY,,1906-1000,1906-12-25,The Rockafellow,,,complete,8,33
14057,HOTEL METROPOLE,COMMERCIAL,"LAS PALMAS, CANARY ISLANDS",LAS PALMAS,CANARY ISLANDS,CARD; 3.25X6;,RELIGIOUS HOLIDAY,MENU IN FRENCH;,1906-1006,1906-12-25,Hotel Metropole,,,complete,2,14
14075,HOTEL CADILLAC,COMMERCIAL,"DETROIT, MI",DETROIT,MI,CARD; 5.25 X 7.75;,,LOGO;,1901-1932,1901-07-10,Hotel Cadillac,,,complete,2,56
14077,O.D.,,,,,CARD; 5 X 8;,,LOGO OF FLAG BORDERED IN BLUE WITH LETTERS O.D. IN RE;,1901-1939,1901-01-01,O.D.,,,complete,2,34
14085,PHI GAMMA DELTA,EDUC;,"NIAGARA FALLS,NY",NIAGARA FALLS,NY,FOLDER; ILLUS; 5 X 7;,ANNUAL,LIST OF ALL SPEAKERS; COMMITTEE MEMBERS INCLUDED;,1901-2267,1901-09-05,Phi Gamma Delta,,,complete,12,17
14088,PENNSYLVANIA LIMITED - THE PULLMAN CO.,COM,EN ROUTE,EN ROUTE,,CARD; 4.5 X 6.5;,,COMPLETE MEAL PRICED AT $1.00;,1901-2270,1901-09-05,Pennsylvania Limited   The Pullman Co.,,,complete,2,34
14090,DE L'ANGE HOTEL,COM,"LUCERNE,SWITZERLAND",LUCERNE,SWITZERLAND,BROADSIDE; COL; 4 X 6.5;,,ILLUS.BORDER; HANDWRITTEN MENU;,1901-2273,1901-09-06,De L'ange Hotel,,,complete,2,7
14091,LOUISVILLE & NASHVILLE RAILROAD - THE PULLMANA CO.,COM,EN ROUTE,EN ROUTE,,CARD; 4.5 X 6.5;,,ENTIRE MEAL PRICED AT $1.00;,1901-2276,1901-09-01,Louisville & Nashville Railroad   The Pullmana Co.,,,complete,2,31
14094,AMERICAN STREET RAILWAY ASSOCIATION,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BOOKLET; ILLUS; COL; 7X7.75;,ANNIVERSARY;,"FRENCH; WINES SERVED; TOASTS; OFFICERS & GENERAL COMMITTEE LISTED; SONGS,""AMERICA"" & ""AULD LANG SYNE;"" SKETCHES THROUGHOUT OF TROLLEY LINE STOPS, TRAINS, ETC; ON COVER, AMERICAN FLAG, EAGLE, ETC; SILK RIBBON ATTACHMENTS;",1901-2491,1901-10-11,American Street Railway Association,,,complete,12,24
14095,GOVERNORS OF THE LOTUS CLUB,SOC;,"LOTUS CLUB, (?)",LOTUS CLUB,,CARD; ILLUS; COL; 4X6.5;,COMPLIMENTARY/TESTIMONIAL,FRENCH; INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; CLUB INSIGNIA AT TOP;,1901-2494,1901-10-12,Governors Of The Lotus Club,,,complete,2,17
14098,CROWN PRINCE OF DENMARK FREDERIK,GOVT(?);,PALACE OF ABOVE,PALACE OF ABOVE,,CARD; 4.5 X 6.75;,OTHER (SOC?);,MENU IN FRENCH; GOLD CREST; NOTATION ABOUT EVENT IN SOMEWHAT ILLEGIBLE HANDWRITING AND BY FEB;,1901-2677,1901-11-20,Crown Prince Of Denmark Frederik,,,complete,2,9
14102,KING CHRISTIAN IX OF DENMARK,GOV;,"KING'S PALACE,DENMARK",KING'S PALACE,DENMARK,BROADSIDE; 4.5 X 6;,COMPLIMENTARY/TESTIMONIAL,MENU IN FRENCH;,1901-2690,1901-11-22,King Christian Ix Of Denmark,,,complete,2,7
14110,UNION LEAGUE OF PHILADELPHIA - FOUNDERS DAY,SOCIAL,"PHILADELPHIA, PA",PHILADELPHIA,PA,BROADSIDE; 3.75 X 6;,SECULAR HOLIDAY;,LIST OF WINES INCLUDED;,1901-2699,1901-11-23,Union League Of Philadelphia   Founders Day,,,complete,2,20
14113,RED STAR LINE - ANTWERPEN - NY,COM,EN ROUTE S.S.ZEELAND,EN ROUTE S.S.ZEELAND,,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2702,1901-11-23,Red Star Line   Antwerpen Ny,,,complete,2,25
14121,HICKS' RESTAURANT,COMMERCIAL,"SAVANNAH, GA",SAVANNAH,GA,FOLDER; ILLUS; COL; 5.5X7;,RELIGIOUS HOLIDAY,WINES LISTED; PL NOTED BY FEB;,1906-1008,1906-12-25,Hicks' Restaurant,,,complete,8,42
14124,DENISON HOTEL,COMMERCIAL,"INDIANAPOLIS, IN",INDIANAPOLIS,IN,FOLDER; ILLUS; COL; 6X9.25;,RELIGIOUS HOLIDAY,MUSIC PROGRAM LISTED; GIBSON GIRL TYPE SKETCH ON COVER; EVNT AND DATE NOTED BY FEB;,1906-1011,1906-12-25,Denison Hotel,Dollars,$,complete,7,44
14125,HOTEL JEFFERSON,COMMERCIAL,"SAN FRANCISCO, CA",SAN FRANCISCO,CA,FOLDER; COL; 4.75X6;,RELIGIOUS HOLIDAY,,1906-1012,1906-12-25,Hotel Jefferson,,,complete,8,48
14127,STAFF OF GOV. GEORGE C. PARDEE,GOVT;,"SAN FRANCISCO, CA",SAN FRANCISCO,CA,FOLDER; ILLUS; COL; 5.5X9.75;,COMPLIMENTARY/TESTIMONIAL,WINES LISTED; MEMBERS OF STAFF LISTED; PHOTO OF GOV. PARDEE; MINIATURE CLOTH FLAG ON COVER;,1906-1016,1906-12-27,Staff Of Gov. George C. Pardee,,,complete,8,19
14130,THE CHEMISTS,,WALDORF-ASTORIA,WALDORF-ASTORIA,,CARD; ILLUS; 6.5 X 7.5;,ANNIVERSARY,"MENU IN FRENCH; MENU HEXAGONAL SURROUNDED BY ""C""S (CARBON ATOM?);",1906-1021,1906-12-28,The Chemists,,,complete,4,21
14138,DEL CORONADA HOTEL,COMMERCIAL,"CORONADA BEACH, CA",CORONADA BEACH,CA,BROADSIDE; ILLUS; 4.5 X 7.5;,,MUSIC PROGRAM INCLUDED; DINING HOURS LISTED;,1901-2132,1901-08-08,Del Coronada Hotel,,,complete,2,62
14140,ENGEL HOTEL,COMMERCIAL,LUCERNE,LUCERNE,,BROADSIDE; ILLUS; COL; 4.5 X 7;,,MENU HANDWRITTEN IN FRENCH;,1901-2136,1901-08-09,Engel Hotel,,,complete,2,8
14143,CAFE BOULARD,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,BROADSIDE; 6 X 9.25;,,HANDWRITTEN MENU;,1901-2141,1901-08-11,Cafe Boulard,,,complete,2,24
14145,VIERWALDSTATTER-SEE,COMMERCIAL,ZURICH,ZURICH,,BROADSIDE; ILLUS; COL; 5 X 8;,,MENU HANDWRITTEN IN FRENCH;,1901-2143,1901-08-12,Vierwaldstatter See,,,complete,2,7
14149,INTERNATIONAL ACETYLENE ASSOCIATION,COMMERCIAL,"BUFFALO, NY",BUFFALO,NY,CARD; ILLUS; COL; 3.5 X 6.75;,ANNIVERSARY;,"WINES; TAN PRINT AND PICTURE OF MEDAL SAYING PAN-AMERICAN EXPOSTITION, BUFFALO, NY;",1901-1715,1901-06-21,International Acetylene Association,,,complete,2,17
14155,M.F.LYONS,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7 X 11;,,PRICED WINE LIST AND MENU;,1906-1032,1906-12-31,M.F.Lyons,Dollars,$,complete,4,351
14162,FLEISCHMANN'S VIENNA MODEL BAKERY,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; 7 X 11.25;,,PRICED MENU;,1906-1040,1906-12-31,Fleischmann's Vienna Model Bakery,Dollars,$,complete,2,68
14164,CASTLETON HOTEL,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; COL;4.5 X 6.5;,PATRIOTIC HOLIDAY;,,1901-1846,1901-07-04,Castleton Hotel,,,complete,4,43
14167,BULL'S HEAD RESTAURANT,COMMERCIAL,?,,,BROADSIDE;6 X 9.75;,DAILY,"MENU HANDWRITTEN, PRICES INCLUDED;",1901-1849,1901-07-04,Bull's Head Restaurant,Dollars,$,complete,2,33
14169,HAMBURG-AMERIKA LINIE - EXPRWSS-STEAMER FURST BISMARCK,COMMERCIAL,EN ROUTE,EN ROUTE,,FOLDER; ILLUS; COL;4.75 X 7;,,MENU IN GERMAN & ENGLISH; MUSIC PROGRAM INCLUDED;,1901-1853,1901-07-04,Hamburg Amerika Linie  Steamer Furst Bismarck,,,complete,4,26
14170,ANCHOR LINE - S.S.CITY OF ROME,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSHEET; AMERICAN FLAG; RED WHITE & BLUE COL; 4.75 X 7;,PATRIOTIC HOLIDAY;,WORDS OF STAR SPANGLED BANNER ON BACK;,1901-1854,1901-07-04,Anchor Line   S.S.City Of Rome,,,under review,2,28
14171,COLUMBIA RESTAURANT,COM,"NEW YORK, NY",NEW YORK,NY,FOLDER; ILLUS; 7 X 11.25;,DAILY,ALL PRICES INCLUDED; WINE LIST ON BACK;,1901-1856,1901-07-04,Columbia Restaurant,Dollars,$,complete,4,502
14177,Hotel Worthy,COMMERCIAL,"SPRINGFIELD, MASS.",SPRINGFIELD,MA,FOLDER;6 X 9.5;,DAILY,COMPLETE MENU WITH PRICES;,1901-1866,1901-07-05,Worthy Hotel,Dollars,$,complete,4,223
14180,STATLER'S HOTEL,COM,"BUFFALO,NY",BUFFALO,NY,BROADSIDE; ILLUS; COL; 6X8;,,,1901-1869,1901-07-05,Statler's Hotel,,,complete,2,24
14182,O. D.,[COM],EN ROUTE,EN ROUTE,,BROADSIDE; NAUTICAL FLAG;5 X 8;,,,1901-1964,1901-07-20,O. D.,,,complete,2,30
14188,ATLANTIC TRANSPORT LINE - S.S.MESABA,COMMERCIAL,EN ROUTE,EN ROUTE,,BROADSIDE; EMBLEM; 4.25 X 6.5;,,,1901-2153,1901-08-15,Atlantic Transport Line   S.S.Mesaba,,,complete,2,25
14190,KURHAUS,,RIGI-KALTBAD,RIGI-KALTBAD,,CARD; ILLUS; COL; 4X75X8;,,"BUILDINGS ON TERRACED HILL AT SHORE; ART NOUVEAU DECORATIONS; ON BACK WITH ASTERISK,PROF. R. GOTTHEIL WRITTEN BY HAND;",1901-2158,1901-08-15,Kurhaus,,,complete,2,11
14195,HUDSON RIVER DAY LINE,COMMERCIAL,STEAMER NEW YORK,STEAMER NEW YORK,,CARD; ILLUS; COL; 4.5X7.25;,,"ILLUSTRATION OF COMPANY FLAT AT TOP; "" PRICE: ONE DOLLAR;"" [DATE INFO HANDWRITTEN];",1901-2289,1901-09-01,Hudson River Day Line,,,complete,2,28
14198,DUTCHER HOUSE,COMMERCIAL,,,,CARD; 4.5X6.25;,,TABLE D'HOTE MENU;,1901-2296,1901-09-08,Dutcher House,Dollars,$,complete,2,251
14205,U.S.M.S.PHILADELPHIA,NAV; (?),EN ROUTE,EN ROUTE,,CARD; 4 X 6.25;,,LOG0; PRICED WINE LIST ON BACK OF MENU;,1901-2518,1901-10-15,U.S.M.S.Philadelphia,Dollars,$,complete,4,280
14207,OCEANIC SREAMSHIP COMPANY - SIERRA,COM,EN ROUTE,EN ROUTE,,BROADSIDE;EMBLEM; 5.25 X 8.5;,,MENU HANDWRITTEN;,1901-1967,1901-07-20,Oceanic Sreamship Company   Sierra,,,complete,2,29
14208,OCEANIC STEAMSHIP COMPANY - SIERRA,COM,EN ROUTE,EN ROUTE,,BROADSIDE; EMBLEM; 5.25 X 8.5;,,MENU HANDWRITTEN;,1901-1968,1901-07-20,Oceanic Steamship Company   Sierra,,,complete,2,32
14209,NIPPON YUSEN KAISHA - S.S.ROSETTA MAM,COM,EN ROUTE,EN ROUTE,,FOLDER; JAPANESE GIRL ILLUS; COL; 5.25 X 7.5;,,MENU HANDWRITTEN; MAP OF TRIP ON COVER;,1901-1973,1901-07-20,Nippon Yusen Kaisha   S.S.Rosetta Mam,,,complete,2,15
14212,CHATEAU FRONTENAC HOTEL,COM,"QUEBEC, CANADA",QUEBEC,CANADA,BROADSHEET; HOTEL EMBLEM;3.75 X 5.25;,,MENU IN FRENCH; DESCRIPTION OF DINING ROOM TAPESTRIES ON BACK;,1901-1977,1901-07-21,Chateau Frontenac Hotel,,,complete,2,26
14214,NIPPON YUSEN KAISHA - S.S.ROSETTA MARU,COM,EN ROUTE,EN ROUTE,,FOLDER; JAPANESE SCENE;COL; 5 X 7.5;,,MENU HANDWRITTEN; COVER IS MAP OF TRIP;,1901-1980,1901-07-21,Nippon Yusen Kaisha   S.S.Rosetta Maru,,,complete,2,18
14219,HANBURG-AMERIKA LINIE - STEAMER FURST BISMARCK,COM,EN ROUTE,EN ROUTE,,FOLDER ILLUS COVER; COL; 4.5 X 7;,,MENU IN BOTH GERMAN & ENGLISH; MUSIC PROGRAM LISTED;,1901-1990,1901-07-21,Hanburg Amerika Linie    Steamer Furst Bismarck,,,complete,4,32
14223,COOLEY'S,COM,"SPRINGFIELD,MASS.",SPRINGFIELD,MA,FOFLDER; 6 X 9;,,,1901-1994,1901-07-21,Cooley's,,,complete,4,34
14236,WEST SIDE TRADE BROKERS ASS'N,PROF;,"NEW YORK, NY",NEW YORK,NY,OLDER; COL; 4.5 X 6.5;,ANNIVERSARY;,COCKTAILS AND WINES LISTED; PALE BLUE STOCK;,1905-1006,1905-12-16,West Side Trade Brokers Ass'n,,,complete,4,20
14239,NATIONAL GEOGRAPHIC SOCIETY,PROF;,"WASHINGTON, D.C.",WASHINGTON,D.C.,FOLDER; 5.25 X 7.5;,ANNIVERSARY;,WINES; TOASTS;,1905-1010,1905-12-20,National Geographic Society,,,complete,8,20
14244,COUNCIL R.& S.M.,,"GRAND ISLAND, NY",GRAND ISLAND,NY,CARD; 5.5X9.5;,COMPLIMENTARY/TESTIMONIAL,"ANNUAL CONCLAVE; OSSIAN BEDELL,GRAND ISLAND, ERIE CO NY WRITTEN BY HAND ON BACK;",1901-2176,1901-08-19,Council R.& S.M.,,,complete,2,18
14245,ATLANTIC TRANSPORT LINE,COMMERCIAL,SS MESABA;,SS MESABA,,CARD; ILLUS; COL; 4.25X6.5;,DAILY;,"FLAG; ASTERISK,MISS WINANS WRITTEN BY HAND;",1901-2178,1901-08-19,Atlantic Transport Line,,,complete,2,25
14246,ARMSTRONGS DEPOT RESTAURANT,COMMERCIAL,"PORTSMOUTH,NH",PORTSMOUTH,NH,BROADSIDE; ILLLUS; 4X6.5;,DAILY;,"MENU PASTED ON CARD BACKING; DATE WRITTEN BY HAND; MEN AT COUNTER SERVED BY WOMAN; ADVERTISEMENTS; ASTERISK, MISS LEFFINGWELL. AND DATE;",1901-2180,1901-08-20,Armstrongs Depot Restaurant,,,complete,2,55
14248,BAILEY CATERING COMPANH,COMMERCIAL,"ELECTRIC TOWER RESTAURANT,PAN AMERICAN EXPOSITION",ELECTRIC TOWER RESTAURANT,PAN AMERICAN EXPOSITION,FOLDER; COL; 5.5X8.5;,DAILY;,WINE LIST; CAUTIONARY NOTE TO PATRONS WITH FACSIMILE OF CHECK ILLUSTRATED;,1901-2184,1901-08-21,Bailey Catering Companh,Dollars,$,complete,2,171
14250,SUMMIT HOUSE,COMMERCIAL,"MOUNT WASHINGTON, NH",MOUNT WASHINGTON,NH,CARD; 4.5X7;,DAILY;,,1901-2194,1901-08-23,Summit House,,,complete,2,43
14252,L,,?,,,CARD;ILLUS;4.5X6.5;,,WINES;SCANDANAVIAN LANGUAGE MENU;MUSIC;,1901-1755,1901-06-24,L,,,complete,2,21
14254,TATLER'S HOTEL,COMMERCIAL,"BUFFALO,NY",BUFFALO,NY,CARD; ILLUS; COL; 6X8;,DAILY;,BUILDINGS;,1901-1899,1901-07-07,Tatler's Hotel,,,complete,2,23
14268,PULLMAN BUFFET,COMMERCIAL,EN ROUTE - PARLOR CAR,EN ROUTE - PARLOR CAR,,FOLDER;ILLUS; COL; 5 X 7.25;,,COMPLETE WINE LIST INCLUDED; ALL PRICES LISTED;,1901-2331,1901-09-01,Pullman Buffet,Dollars,$,complete,4,77
14273,GRAND HOTEL ROYAL,COM,BUDAPEST,BUDAPEST,,BROADSIDE; ILLUS; 4 X 8;,,MENU IN FRENCH;,1901-2336,1901-09-14,Grand Hotel Royal,,,complete,2,13
14294,SQUANTUMET?,,,,,BROADSIDE; 6.5 X 7.5;,,"CHAMPAGNE; MENU IS SILK HANDKERCHIEF FRINGED, GRAY WITH BLACK BORDER; MENU APPEARS TO BE PARTLY NATIVE AMERICAN PARTLY MOCK WITH MENU ITEMS BELOW IN ENGLISH; IN UNUSUALS;",1901-2024,1901-07-24,Squantumet(?),,,complete,2,37
14299,UNION PACIFIC R.R. CO. ET AL,COMMERCIAL,DINING CAR,,,CARD; ILLUS; COL; 5.5X7.25;,DAILY;,EMBLEM; DATE HAND WRITTEN; PHOTOGRAPH OF SALT LAKE CITY ON BACK;,1901-2362,1901-09-01,Union Pacific R.R. Co. Et Al,Dollars,$,complete,2,37
14310,THE MARGARET LOUISA HOME,,,,,FOLDER; ILLUS; COL; 3.5X5;,RELIGIOUS HOLIDAY,,1905-1025,1905-12-25,The Margaret Louisa Home,,,complete,4,15
14320,CHAMPAGNE DUC DE MONTEBELLO ?,COMMERCIAL,"BERGEN, NORWAY",BERGEN,NORWAY,CARE; ILLUS; COL; 4.75 X 7.25;,0THER (COMMERCIAL?);,"MENU IN NORWEGIAN; APPEARS TO BE A DINNER WITH MANY WINES POSSIBLY A PROMOTIONAL DINNER FOR ABOVE COMPANY;  ILLUSTRATION OF MAN AND WORMAN DANCING, AND CHAMPAGNE BOTTLES AND GLASSES; NOTE BY FEB ABOUT DATE;",1901-2583,1901-10-21,Champagne Duc De Montebello (?),,,complete,2,20
14340,KENWOOD HOTEL,COMMERCIAL,"MANILA, PILIPPINES",MANILA,PILIPPINES,FOLDER;COL;4.5X6.5;,DAILY;,FOREIGN;,1901-1786,1901-06-27,Kenwood Hotel,,,complete,4,35
14343,ALPHA KAPPA KAPPA,EDUC;,"BUFFALO, NY",BUFFALO,NY,BOOKLET;COL;4X6.25;,ANNIVERSARY;,NAMES;WORDS TO SONGS;,1901-1796,1901-06-28,Kappa Alpha,,,complete,12,19
14344,BAR OF THE SOUTHERN DISTRICT OF WEST VIRGINIA,PROF;,"CHARLESTON,WV",CHARLESTON,WV,BOOKLET;ILLUS;6X8;,COMPLIMENTARY/TESTIMONIAL,RIBBON AT LEFT;PHOTOGRAPH ON COVER;PAGES FOR AUTOGRAPHS;WINES;TOASTS;NAMES;,1901-1797,1901-06-28,Bar Of The Southern District Of West Virginia,,,complete,16,20
14355,FOREIGN COMMISSIONERS,COMMERCIAL,"BUFFALO, NY",BUFFALO,NY,BOOKLET;ILLUS;COL;5X9;,COMPLIMENTARY/TESTIMONIAL,RIBBON AT LEFT;MENU IN FRENCH;WINES;OUTLINE OF WESTERN HEMISPHERE IN CIRCLE;MUSICAL PROGRAM;,1901-1798,1901-06-29,Foreign Commissioners,,,complete,8,28
14361,HOTEL SEILER,COMMERCIAL,"ZERMATT, SWITZERLAND",ZERMATT,SWITZERLAND,CARD; ILLUS; 4.5 X 7.5;,,HANDWRITTEN; ILLUSTRATION OF YODELER AND CATTLE; ADS FOR CHOCOLATE IN FRENCH AND GERMAN ON BACK;,1901-1812,1901-07-02,Hotel Seiler,,,complete,2,10
14367,H.A.H.,,GERMANY(?),GERMANY?,,CARD; 3.75 X 5.75;,,LARGE SELECTI0N OF WINES; MENU IN GERMAN; SOMEWHAT ILLEGIBLE NOTATION OF OCCASION ON BACK; H.A.H. IS MONOGRAM;,1901-2591,1901-10-23,H.A.H.,,,complete,2,19
14386,ROYAL PALACE HOTEL,COMMERCIAL,"ATLANTIC CITY, NJ",ATLANTIC CITY,NJ,CARD; ILLUS; COL; 4X9.75;,,SKETCH OF WOMAN AT TOP;,1901-2065,1901-07-28,Royal Palace Hotel,,,complete,2,45
14396,HOTEL REVELSTOKE,COMMERCIAL,,,,CARD; 5X7.25;,,MENU HANDWRITTEN IN BLACK INK;,1901-2079,1901-08-02,Revelstoke Hotel,,,complete,2,23
14398,JERUSALEM TEMPLE A.A.O.N.M.S.,SOC;,"NEW ORLEANS, LA",NEW ORLEANS,LA,FOLDER; ILLUS; COL; 5.5X7;,[ANNIV?];,WINES LISTED; PL NOTED BY FEB; OFFICERS AND STEWARDS LISTED;,1907-1000,1907-11-23,Jerusalem Temple A.A.O.N.M.S.,,,complete,4,20
14401,BLANCO'S,COMMERCIAL,"SAN FRANCISCO, CA",SAN FRANCISCO,CA,FOLDER; ILLUS; COL; 6.75X12;,,"PRICED WINE LIST; FRONT AND BACK EXTENSIVELY ILLUSTRATED; ""SAN FRANCISCO"" NOTED BY FEB;",1907-1003,1907-11-24,Blanco's,Dollars,$,complete,4,254
14405,THE AERO CLUB OF THE UNITED KINGDOM,SOC;,"LONDON, ENGLAND",LONDON,ENGLAND,FOLDER; ILLUS; COL; 4.25X7.5;,ANNIVERSARY;,WINE LISTED; MENU IN FRENCH; OFFICERS AND TOASTS LISTED; ILLUSTRATED GOLD MEDALION ON COVER;,1907-1009,1907-11-26,The Aero Club Of The United Kingdom,,,complete,8,17
14406,SUPERINTENDENTS OF DIVISIONS AND STATIONS OF THE PHILADELPHIA POST OFFICE,PROF;,"PHILADELPHIA, PA",PHILADELPHIA,PA,FOLDER; ILLUS; 4.5X6.5;,COMPL; ANNIV;,"WINES LISTED; PHOTOS OF HONOREES; GUESTS, HOSTS AND COMMITTEE LISTED;",1907-1010,1907-11-27,Superintendents Of Divisions And Stations Of The Philadelphia Post Office,,,complete,8,21
14408,PHILADELPHIA DOG SHOW ASSOCIATION,PROF;,HOTEL STENTON,HOTEL STENTON,,CARD; 4.5X7;,[ANNIV?];,WINE LISTED;,1907-1013,1907-11-27,Philadelphia Dog Show Association,,,complete,2,16
14412,MURAT SHRINERS?,SOC;,"INDIANAPOLIS, IN",INDIANAPOLIS,IN,CARD; COL; 5 X 4.5;,COMPLIMENTARY/TESTIMONIAL,RED STOCK; LITERARY QUOTES;,1907-1017,1907-11-29,Murat (Shriners?),,,complete,2,17
14414,Waldorf Astoria,COMMERCIAL,"NEW YORK, NY",NEW YORK,NY,CARD; 5 X 8.5;,,PRICED MENU;,1907-1019,1907-11-29,Waldorf Astoria,Dollars,$,complete,2,117
